n, H[n]
5104, 490960
5105, 429625
5106, 372372
5107, 319202
5108, 270116
5109, 225115
5110, 184200
5111, 147372
5112, 114632
5113, 85981
5114, 61420
5115, 40950
5116, 24572
5117, 12287
5118, 4096
